date,ticker,price
2025-02-25,DBA,27.059999465942383
2025-02-26,DBA,27.1200008392334
2025-02-27,DBA,26.809999465942383
2025-02-28,DBA,26.489999771118164
2025-03-03,DBA,26.049999237060547
2025-03-04,DBA,26.190000534057617
2025-03-05,DBA,26.389999389648438
2025-03-06,DBA,26.290000915527344
2025-03-07,DBA,26.5
2025-03-10,DBA,26.6299991607666
2025-03-11,DBA,26.639999389648438
2025-03-12,DBA,26.579999923706055
2025-03-13,DBA,26.6200008392334
2025-03-14,DBA,26.459999084472656
2025-03-17,DBA,26.860000610351562
2025-03-18,DBA,26.860000610351562
2025-03-19,DBA,26.850000381469727
2025-03-20,DBA,26.899999618530273
2025-03-21,DBA,26.739999771118164
2025-03-24,DBA,26.68000030517578
2025-03-25,DBA,26.770000457763672
2025-03-26,DBA,26.56999969482422
2025-03-27,DBA,26.43000030517578
2025-03-28,DBA,26.469999313354492
2025-03-31,DBA,26.34000015258789
2025-04-01,DBA,26.93000030517578
2025-04-02,DBA,27.18000030517578
2025-04-03,DBA,26.979999542236328
2025-04-04,DBA,26.139999389648438
2025-04-07,DBA,25.469999313354492
2025-02-25,GLD,268.6199951171875
2025-02-26,GLD,269.0299987792969
2025-02-27,GLD,264.92999267578125
2025-02-28,GLD,263.2699890136719
2025-03-03,GLD,266.739990234375
2025-03-04,GLD,269.05999755859375
2025-03-05,GLD,269.6199951171875
2025-03-06,GLD,268.25
2025-03-07,GLD,268.3900146484375
2025-03-10,GLD,266.0400085449219
2025-03-11,GLD,269.1600036621094
2025-03-12,GLD,270.3299865722656
2025-03-13,GLD,275.1300048828125
2025-03-14,GLD,275.239990234375
2025-03-17,GLD,276.7300109863281
2025-03-18,GLD,279.9599914550781
2025-03-19,GLD,281.1099853515625
2025-03-20,GLD,280.75
2025-03-21,GLD,278.489990234375
2025-03-24,GLD,277.25
2025-03-25,GLD,278.4700012207031
2025-03-26,GLD,278.239990234375
2025-03-27,GLD,281.9700012207031
2025-03-28,GLD,284.05999755859375
2025-03-31,GLD,288.1400146484375
2025-04-01,GLD,287.57000732421875
2025-04-02,GLD,288.1600036621094
2025-04-03,GLD,286.4200134277344
2025-04-04,GLD,279.7200012207031
2025-04-07,GLD,273.7099914550781
2025-02-25,SLV,28.829999923706055
2025-02-26,SLV,28.940000534057617
2025-02-27,SLV,28.399999618530273
2025-02-28,SLV,28.309999465942383
2025-03-03,SLV,28.75
2025-03-04,SLV,29.0
2025-03-05,SLV,29.770000457763672
2025-03-06,SLV,29.690000534057617
2025-03-07,SLV,29.59000015258789
2025-03-10,SLV,29.110000610351562
2025-03-11,SLV,29.959999084472656
2025-03-12,SLV,30.219999313354492
2025-03-13,SLV,30.739999771118164
2025-03-14,SLV,30.709999084472656
2025-03-17,SLV,30.809999465942383
2025-03-18,SLV,30.850000381469727
2025-03-19,SLV,30.75
2025-03-20,SLV,30.5
2025-03-21,SLV,30.020000457763672
2025-03-24,SLV,29.959999084472656
2025-03-25,SLV,30.579999923706055
2025-03-26,SLV,30.530000686645508
2025-03-27,SLV,31.31999969482422
2025-03-28,SLV,31.0
2025-03-31,SLV,30.989999771118164
2025-04-01,SLV,30.6299991607666
2025-04-02,SLV,30.760000228881836
2025-04-03,SLV,28.889999389648438
2025-04-04,SLV,27.079999923706055
2025-04-07,SLV,27.139999389648438
2025-02-25,UNG,21.75
2025-02-26,UNG,21.149999618530273
2025-02-27,UNG,20.860000610351562
2025-02-28,UNG,20.34000015258789
2025-03-03,UNG,21.950000762939453
2025-03-04,UNG,23.110000610351562
2025-03-05,UNG,23.6200008392334
2025-03-06,UNG,22.770000457763672
2025-03-07,UNG,23.190000534057617
2025-03-10,UNG,23.829999923706055
2025-03-11,UNG,23.280000686645508
2025-03-12,UNG,21.649999618530273
2025-03-13,UNG,21.43000030517578
2025-03-14,UNG,21.790000915527344
2025-03-17,UNG,21.219999313354492
2025-03-18,UNG,21.40999984741211
2025-03-19,UNG,22.350000381469727
2025-03-20,UNG,21.170000076293945
2025-03-21,UNG,20.84000015258789
2025-03-24,UNG,20.65999984741211
2025-03-25,UNG,20.329999923706055
2025-03-26,UNG,20.139999389648438
2025-03-27,UNG,20.40999984741211
2025-03-28,UNG,21.329999923706055
2025-03-31,UNG,21.610000610351562
2025-04-01,UNG,20.700000762939453
2025-04-02,UNG,21.049999237060547
2025-04-03,UNG,21.56999969482422
2025-04-04,UNG,20.040000915527344
2025-04-07,UNG,19.06999969482422
2025-02-25,USO,74.12999725341797
2025-02-26,USO,73.8499984741211
2025-02-27,USO,75.27999877929688
2025-02-28,USO,75.22000122070312
2025-03-03,USO,73.31999969482422
2025-03-04,USO,73.30999755859375
2025-03-05,USO,71.41999816894531
2025-03-06,USO,71.12999725341797
2025-03-07,USO,72.08999633789062
2025-03-10,USO,70.88999938964844
2025-03-11,USO,71.44999694824219
2025-03-12,USO,72.80000305175781
2025-03-13,USO,71.62000274658203
2025-03-14,USO,72.27999877929688
2025-03-17,USO,72.70999908447266
2025-03-18,USO,72.20999908447266
2025-03-19,USO,72.41999816894531
2025-03-20,USO,73.7300033569336
2025-03-21,USO,73.79000091552734
2025-03-24,USO,74.87999725341797
2025-03-25,USO,74.81999969482422
2025-03-26,USO,75.41999816894531
2025-03-27,USO,75.4800033569336
2025-03-28,USO,74.7699966430664
2025-03-31,USO,77.33000183105469
2025-04-01,USO,77.08000183105469
2025-04-02,USO,77.73999786376953
2025-04-03,USO,72.25
2025-04-04,USO,67.91999816894531
2025-04-07,USO,65.9800033569336
