,eu,us
2025-04-09 05:21:00+00:00,,
2025-04-09 05:26:00+00:00,,
2025-04-09 05:31:00+00:00,,
2025-04-09 05:36:00+00:00,,
2025-04-09 05:41:00+00:00,,
2025-04-09 05:46:00+00:00,,
2025-04-09 05:51:00+00:00,,
2025-04-09 05:56:00+00:00,,
2025-04-09 06:01:00+00:00,,
2025-04-09 06:06:00+00:00,,
2025-04-09 06:11:00+00:00,,
2025-04-09 06:16:00+00:00,,
2025-04-09 06:21:00+00:00,,
2025-04-09 06:26:00+00:00,,
2025-04-09 06:31:00+00:00,,
2025-04-09 06:36:00+00:00,,
2025-04-09 06:41:00+00:00,,
2025-04-09 06:46:00+00:00,,
2025-04-09 06:51:00+00:00,,
2025-04-09 06:56:00+00:00,,
2025-04-09 07:01:00+00:00,9968.0,
2025-04-09 07:06:00+00:00,9947.0,
2025-04-09 07:11:00+00:00,9905.0,
2025-04-09 07:16:00+00:00,9854.0,
2025-04-09 07:21:00+00:00,9789.0,
2025-04-09 07:26:00+00:00,9780.0,
2025-04-09 07:31:00+00:00,9787.0,
2025-04-09 07:36:00+00:00,9856.0,
2025-04-09 07:41:00+00:00,9842.2607421875,
2025-04-09 07:46:00+00:00,9810.0,
2025-04-09 07:51:00+00:00,9784.0,
2025-04-09 07:56:00+00:00,9775.0,
2025-04-09 08:01:00+00:00,9730.0,
2025-04-09 08:06:00+00:00,9746.5048828125,
2025-04-09 08:11:00+00:00,9703.0,
2025-04-09 08:16:00+00:00,9707.0,
2025-04-09 08:21:00+00:00,9742.0,
2025-04-09 08:26:00+00:00,9727.5048828125,
2025-04-09 08:31:00+00:00,9750.0,
2025-04-09 08:36:00+00:00,9793.0,
2025-04-09 08:41:00+00:00,9827.0,
2025-04-09 08:46:00+00:00,9808.0,
2025-04-09 08:51:00+00:00,9809.0,
2025-04-09 08:56:00+00:00,9807.5048828125,
2025-04-09 09:01:00+00:00,9795.0,
2025-04-09 09:06:00+00:00,9816.0,
2025-04-09 09:11:00+00:00,9835.0,
2025-04-09 09:16:00+00:00,9824.0,
2025-04-09 09:21:00+00:00,9807.0,
2025-04-09 09:26:00+00:00,9777.2939453125,
2025-04-09 09:31:00+00:00,9789.62109375,
2025-04-09 09:36:00+00:00,9793.5283203125,
2025-04-09 09:41:00+00:00,9790.0,
2025-04-09 09:46:00+00:00,9809.33984375,
2025-04-09 09:51:00+00:00,9801.0,
2025-04-09 09:56:00+00:00,9792.0,
2025-04-09 10:01:00+00:00,9770.416015625,
2025-04-09 10:06:00+00:00,9773.0,
2025-04-09 10:11:00+00:00,9772.0,
2025-04-09 10:16:00+00:00,9754.0,
2025-04-09 10:21:00+00:00,9754.0,
2025-04-09 10:26:00+00:00,9728.8935546875,
2025-04-09 10:31:00+00:00,9712.0,
2025-04-09 10:36:00+00:00,9715.0,
2025-04-09 10:41:00+00:00,9746.0,
2025-04-09 10:46:00+00:00,9747.0,
2025-04-09 10:51:00+00:00,9774.0,
2025-04-09 10:56:00+00:00,9771.0,
2025-04-09 11:01:00+00:00,9712.0,
2025-04-09 11:06:00+00:00,9705.0,
2025-04-09 11:11:00+00:00,9722.0,
2025-04-09 11:16:00+00:00,9708.0,
2025-04-09 11:21:00+00:00,9708.0,
2025-04-09 11:26:00+00:00,9731.0,
2025-04-09 11:31:00+00:00,9702.0,
2025-04-09 11:36:00+00:00,9693.0,
2025-04-09 11:41:00+00:00,9664.0,
2025-04-09 11:46:00+00:00,9683.0,
2025-04-09 11:51:00+00:00,9681.8525390625,
2025-04-09 11:56:00+00:00,9666.0,
2025-04-09 12:01:00+00:00,9698.0,
2025-04-09 12:06:00+00:00,9667.0,
2025-04-09 12:11:00+00:00,9656.0,
2025-04-09 12:16:00+00:00,9646.0,
2025-04-09 12:21:00+00:00,9625.0,
2025-04-09 12:26:00+00:00,9609.0,
2025-04-09 12:31:00+00:00,9645.0,
2025-04-09 12:36:00+00:00,9649.0,
2025-04-09 12:41:00+00:00,9624.98046875,
2025-04-09 12:46:00+00:00,9638.66796875,
2025-04-09 12:51:00+00:00,9653.0,
2025-04-09 12:56:00+00:00,9669.0,
2025-04-09 13:01:00+00:00,9669.0,
2025-04-09 13:06:00+00:00,9685.0,
2025-04-09 13:11:00+00:00,9677.0,
2025-04-09 13:16:00+00:00,9687.0,
2025-04-09 13:21:00+00:00,9654.0,
2025-04-09 13:26:00+00:00,9653.0,
2025-04-09 13:31:00+00:00,9604.0,61.45000076293945
2025-04-09 13:36:00+00:00,9644.0,61.720001220703125
2025-04-09 13:41:00+00:00,9640.0,61.709999084472656
2025-04-09 13:46:00+00:00,9625.0,61.53499984741211
2025-04-09 13:51:00+00:00,9645.0,61.70000076293945
2025-04-09 13:56:00+00:00,9677.0,61.84000015258789
2025-04-09 14:01:00+00:00,9745.0,62.25
2025-04-09 14:06:00+00:00,9711.0,62.005001068115234
2025-04-09 14:11:00+00:00,9742.0,62.27000045776367
2025-04-09 14:16:00+00:00,9749.0,62.22999954223633
2025-04-09 14:21:00+00:00,9726.0,62.09000015258789
2025-04-09 14:26:00+00:00,9692.9033203125,61.900001525878906
2025-04-09 14:31:00+00:00,9696.0,61.970001220703125
2025-04-09 14:36:00+00:00,9660.5166015625,61.75
2025-04-09 14:41:00+00:00,9656.0,61.66999816894531
2025-04-09 14:46:00+00:00,9669.0,61.76499938964844
2025-04-09 14:51:00+00:00,9657.0,61.650001525878906
2025-04-09 14:56:00+00:00,9632.0,61.494998931884766
2025-04-09 15:01:00+00:00,9637.0,61.560001373291016
2025-04-09 15:06:00+00:00,9643.0,61.61399841308594
2025-04-09 15:11:00+00:00,9667.0,61.7599983215332
2025-04-09 15:16:00+00:00,9678.0,61.92499923706055
2025-04-09 15:21:00+00:00,9671.0,61.915000915527344
2025-04-09 15:26:00+00:00,9642.0,61.790000915527344
2025-04-09 15:31:00+00:00,9642.0,61.95000076293945
2025-04-09 15:36:00+00:00,9642.0,61.70000076293945
2025-04-09 15:41:00+00:00,9642.0,61.630001068115234
2025-04-09 15:46:00+00:00,9642.0,61.900001525878906
2025-04-09 15:51:00+00:00,9642.0,61.76499938964844
2025-04-09 15:56:00+00:00,9642.0,61.84000015258789
2025-04-09 16:01:00+00:00,9642.0,61.76499938964844
2025-04-09 16:06:00+00:00,9642.0,61.747501373291016
2025-04-09 16:11:00+00:00,9642.0,61.97999954223633
2025-04-09 16:16:00+00:00,9642.0,61.869998931884766
2025-04-09 16:21:00+00:00,9642.0,61.86000061035156
2025-04-09 16:26:00+00:00,9642.0,61.775001525878906
2025-04-09 16:31:00+00:00,9642.0,61.79999923706055
2025-04-09 16:36:00+00:00,9642.0,61.8849983215332
2025-04-09 16:41:00+00:00,9642.0,61.880001068115234
2025-04-09 16:46:00+00:00,9642.0,61.9900016784668
2025-04-09 16:51:00+00:00,9642.0,62.099998474121094
2025-04-09 16:56:00+00:00,9642.0,62.11000061035156
2025-04-09 17:01:00+00:00,9642.0,62.33000183105469
2025-04-09 17:06:00+00:00,9642.0,62.130001068115234
2025-04-09 17:11:00+00:00,9642.0,62.029998779296875
2025-04-09 17:16:00+00:00,9642.0,62.849998474121094
2025-04-09 17:21:00+00:00,9642.0,64.00499725341797
2025-04-09 17:26:00+00:00,9642.0,63.923301696777344
2025-04-09 17:31:00+00:00,9642.0,64.7300033569336
2025-04-09 17:36:00+00:00,9642.0,64.55999755859375
2025-04-09 17:41:00+00:00,9642.0,64.55999755859375
2025-04-09 17:46:00+00:00,9642.0,65.08499908447266
2025-04-09 17:51:00+00:00,9642.0,64.83999633789062
2025-04-09 17:56:00+00:00,9642.0,65.05999755859375
2025-04-09 18:01:00+00:00,9642.0,65.31999969482422
2025-04-09 18:06:00+00:00,9642.0,65.16000366210938
2025-04-09 18:11:00+00:00,9642.0,65.31749725341797
2025-04-09 18:16:00+00:00,9642.0,65.61000061035156
2025-04-09 18:21:00+00:00,9642.0,65.70500183105469
2025-04-09 18:26:00+00:00,9642.0,65.97000122070312
2025-04-09 18:31:00+00:00,9642.0,65.87999725341797
2025-04-09 18:36:00+00:00,9642.0,65.81999969482422
2025-04-09 18:41:00+00:00,9642.0,65.55999755859375
2025-04-09 18:46:00+00:00,9642.0,65.7699966430664
2025-04-09 18:51:00+00:00,9642.0,65.71499633789062
2025-04-09 18:56:00+00:00,9642.0,65.7300033569336
2025-04-09 19:01:00+00:00,9642.0,65.88999938964844
2025-04-09 19:06:00+00:00,9642.0,66.05500030517578
2025-04-09 19:11:00+00:00,9642.0,66.27999877929688
2025-04-09 19:16:00+00:00,9642.0,66.33000183105469
2025-04-09 19:21:00+00:00,9642.0,66.53500366210938
2025-04-09 19:26:00+00:00,9642.0,66.66000366210938
2025-04-09 19:31:00+00:00,9642.0,66.76000213623047
2025-04-09 19:36:00+00:00,9642.0,66.69149780273438
2025-04-09 19:41:00+00:00,9642.0,66.69000244140625
2025-04-09 19:46:00+00:00,9642.0,66.78500366210938
2025-04-09 19:51:00+00:00,9642.0,66.6050033569336
2025-04-09 19:56:00+00:00,9642.0,66.73999786376953
2025-04-09 20:01:00+00:00,9642.0,66.73999786376953
2025-04-09 20:06:00+00:00,9642.0,66.73999786376953
2025-04-09 20:11:00+00:00,9642.0,66.73999786376953
2025-04-09 20:16:00+00:00,9642.0,66.73999786376953
2025-04-09 20:21:00+00:00,9642.0,66.73999786376953
2025-04-09 20:26:00+00:00,9642.0,66.73999786376953
2025-04-09 20:31:00+00:00,9642.0,66.73999786376953
2025-04-09 20:36:00+00:00,9642.0,66.73999786376953
2025-04-09 20:41:00+00:00,9642.0,66.73999786376953
2025-04-09 20:46:00+00:00,9642.0,66.73999786376953
2025-04-09 20:51:00+00:00,9642.0,66.73999786376953
2025-04-09 20:56:00+00:00,9642.0,66.73999786376953
2025-04-09 21:01:00+00:00,9642.0,66.73999786376953
2025-04-09 21:06:00+00:00,9642.0,66.73999786376953
2025-04-09 21:11:00+00:00,9642.0,66.73999786376953
2025-04-09 21:16:00+00:00,9642.0,66.73999786376953
2025-04-09 21:21:00+00:00,9642.0,66.73999786376953
2025-04-09 21:26:00+00:00,9642.0,66.73999786376953
2025-04-09 21:31:00+00:00,9642.0,66.73999786376953
2025-04-09 21:36:00+00:00,9642.0,66.73999786376953
2025-04-09 21:41:00+00:00,9642.0,66.73999786376953
2025-04-09 21:46:00+00:00,9642.0,66.73999786376953
2025-04-09 21:51:00+00:00,9642.0,66.73999786376953
2025-04-09 21:56:00+00:00,9642.0,66.73999786376953
2025-04-09 22:01:00+00:00,9642.0,66.73999786376953
2025-04-09 22:06:00+00:00,9642.0,66.73999786376953
2025-04-09 22:11:00+00:00,9642.0,66.73999786376953
2025-04-09 22:16:00+00:00,9642.0,66.73999786376953
2025-04-09 22:21:00+00:00,9642.0,66.73999786376953
2025-04-09 22:26:00+00:00,9642.0,66.73999786376953
2025-04-09 22:31:00+00:00,9642.0,66.73999786376953
2025-04-09 22:36:00+00:00,9642.0,66.73999786376953
2025-04-09 22:41:00+00:00,9642.0,66.73999786376953
2025-04-09 22:46:00+00:00,9642.0,66.73999786376953
2025-04-09 22:51:00+00:00,9642.0,66.73999786376953
2025-04-09 22:56:00+00:00,9642.0,66.73999786376953
2025-04-09 23:01:00+00:00,9642.0,66.73999786376953
2025-04-09 23:06:00+00:00,9642.0,66.73999786376953
2025-04-09 23:11:00+00:00,9642.0,66.73999786376953
2025-04-09 23:16:00+00:00,9642.0,66.73999786376953
2025-04-09 23:21:00+00:00,9642.0,66.73999786376953
2025-04-09 23:26:00+00:00,9642.0,66.73999786376953
2025-04-09 23:31:00+00:00,9642.0,66.73999786376953
2025-04-09 23:36:00+00:00,9642.0,66.73999786376953
2025-04-09 23:41:00+00:00,9642.0,66.73999786376953
2025-04-09 23:46:00+00:00,9642.0,66.73999786376953
2025-04-09 23:51:00+00:00,9642.0,66.73999786376953
2025-04-09 23:56:00+00:00,9642.0,66.73999786376953
