,eu,us
2025-04-09 05:21:00+00:00,,
2025-04-09 05:26:00+00:00,,
2025-04-09 05:31:00+00:00,,
2025-04-09 05:36:00+00:00,,
2025-04-09 05:41:00+00:00,,
2025-04-09 05:46:00+00:00,,
2025-04-09 05:51:00+00:00,,
2025-04-09 05:56:00+00:00,,
2025-04-09 06:01:00+00:00,,
2025-04-09 06:06:00+00:00,,
2025-04-09 06:11:00+00:00,,
2025-04-09 06:16:00+00:00,,
2025-04-09 06:21:00+00:00,,
2025-04-09 06:26:00+00:00,,
2025-04-09 06:31:00+00:00,,
2025-04-09 06:36:00+00:00,,
2025-04-09 06:41:00+00:00,,
2025-04-09 06:46:00+00:00,,
2025-04-09 06:51:00+00:00,,
2025-04-09 06:56:00+00:00,,
2025-04-09 07:01:00+00:00,4562.33056640625,
2025-04-09 07:06:00+00:00,4524.0,
2025-04-09 07:11:00+00:00,4519.0,
2025-04-09 07:16:00+00:00,4516.0,
2025-04-09 07:21:00+00:00,4509.0,
2025-04-09 07:26:00+00:00,4522.0,
2025-04-09 07:31:00+00:00,4520.0,
2025-04-09 07:36:00+00:00,4527.0,
2025-04-09 07:41:00+00:00,4519.0,
2025-04-09 07:46:00+00:00,4507.0,
2025-04-09 07:51:00+00:00,4516.0,
2025-04-09 07:56:00+00:00,4515.0,
2025-04-09 08:01:00+00:00,4497.0,
2025-04-09 08:06:00+00:00,4490.0,
2025-04-09 08:11:00+00:00,4487.0,
2025-04-09 08:16:00+00:00,4487.0,
2025-04-09 08:21:00+00:00,4491.0,
2025-04-09 08:26:00+00:00,4482.0,
2025-04-09 08:31:00+00:00,4490.0,
2025-04-09 08:36:00+00:00,4498.0,
2025-04-09 08:41:00+00:00,4504.0,
2025-04-09 08:46:00+00:00,4506.0,
2025-04-09 08:51:00+00:00,4503.22802734375,
2025-04-09 08:56:00+00:00,4501.0,
2025-04-09 09:01:00+00:00,4501.0,
2025-04-09 09:06:00+00:00,4505.0,
2025-04-09 09:11:00+00:00,4508.0,
2025-04-09 09:16:00+00:00,4504.0,
2025-04-09 09:21:00+00:00,4505.0,
2025-04-09 09:26:00+00:00,4504.0,
2025-04-09 09:31:00+00:00,4506.0,
2025-04-09 09:36:00+00:00,4501.306640625,
2025-04-09 09:41:00+00:00,4496.0,
2025-04-09 09:46:00+00:00,4503.0,
2025-04-09 09:51:00+00:00,4503.0,
2025-04-09 09:56:00+00:00,4501.0,
2025-04-09 10:01:00+00:00,4498.6845703125,
2025-04-09 10:06:00+00:00,4502.0,
2025-04-09 10:11:00+00:00,4508.0,
2025-04-09 10:16:00+00:00,4505.0,
2025-04-09 10:21:00+00:00,4507.0,
2025-04-09 10:26:00+00:00,4500.0,
2025-04-09 10:31:00+00:00,4500.0,
2025-04-09 10:36:00+00:00,4493.0,
2025-04-09 10:41:00+00:00,4491.0,
2025-04-09 10:46:00+00:00,4496.0,
2025-04-09 10:51:00+00:00,4503.0,
2025-04-09 10:56:00+00:00,4501.0,
2025-04-09 11:01:00+00:00,4484.0,
2025-04-09 11:06:00+00:00,4477.0,
2025-04-09 11:11:00+00:00,4482.0,
2025-04-09 11:16:00+00:00,4486.0,
2025-04-09 11:21:00+00:00,4490.0,
2025-04-09 11:26:00+00:00,4497.0,
2025-04-09 11:31:00+00:00,4478.0,
2025-04-09 11:36:00+00:00,4481.0,
2025-04-09 11:41:00+00:00,4480.0,
2025-04-09 11:46:00+00:00,4480.0,
2025-04-09 11:51:00+00:00,4482.0,
2025-04-09 11:56:00+00:00,4481.0,
2025-04-09 12:01:00+00:00,4482.0,
2025-04-09 12:06:00+00:00,4480.0,
2025-04-09 12:11:00+00:00,4479.0,
2025-04-09 12:16:00+00:00,4480.0,
2025-04-09 12:21:00+00:00,4484.0,
2025-04-09 12:26:00+00:00,4468.0,
2025-04-09 12:31:00+00:00,4475.20703125,
2025-04-09 12:36:00+00:00,4484.0,
2025-04-09 12:41:00+00:00,4486.00341796875,
2025-04-09 12:46:00+00:00,4489.0,
2025-04-09 12:51:00+00:00,4493.0,
2025-04-09 12:56:00+00:00,4501.0,
2025-04-09 13:01:00+00:00,4488.0,
2025-04-09 13:06:00+00:00,4488.0,
2025-04-09 13:11:00+00:00,4488.0,
2025-04-09 13:16:00+00:00,4492.0,
2025-04-09 13:21:00+00:00,4492.0,
2025-04-09 13:26:00+00:00,4492.0,
2025-04-09 13:31:00+00:00,4494.0,57.529998779296875
2025-04-09 13:36:00+00:00,4503.0,57.67499923706055
2025-04-09 13:41:00+00:00,4508.0,57.7599983215332
2025-04-09 13:46:00+00:00,4522.0,57.88140106201172
2025-04-09 13:51:00+00:00,4531.0,58.0099983215332
2025-04-09 13:56:00+00:00,4535.0,58.04999923706055
2025-04-09 14:01:00+00:00,4540.0,58.04999923706055
2025-04-09 14:06:00+00:00,4535.0,57.93000030517578
2025-04-09 14:11:00+00:00,4536.0,57.959999084472656
2025-04-09 14:16:00+00:00,4528.0,57.869998931884766
2025-04-09 14:21:00+00:00,4529.0,57.86000061035156
2025-04-09 14:26:00+00:00,4535.0,57.970001220703125
2025-04-09 14:31:00+00:00,4532.0,57.97999954223633
2025-04-09 14:36:00+00:00,4522.0,57.86000061035156
2025-04-09 14:41:00+00:00,4521.0,57.80500030517578
2025-04-09 14:46:00+00:00,4506.0,57.625
2025-04-09 14:51:00+00:00,4512.0,57.66999816894531
2025-04-09 14:56:00+00:00,4505.0,57.599998474121094
2025-04-09 15:01:00+00:00,4512.0,57.70000076293945
2025-04-09 15:06:00+00:00,4504.0,57.630001068115234
2025-04-09 15:11:00+00:00,4510.0,57.689998626708984
2025-04-09 15:16:00+00:00,4514.8681640625,57.80500030517578
2025-04-09 15:21:00+00:00,4510.34814453125,57.775001525878906
2025-04-09 15:26:00+00:00,4508.0,57.790000915527344
2025-04-09 15:31:00+00:00,4508.0,57.75
2025-04-09 15:36:00+00:00,4508.0,57.685001373291016
2025-04-09 15:41:00+00:00,4508.0,57.665000915527344
2025-04-09 15:46:00+00:00,4508.0,57.7599983215332
2025-04-09 15:51:00+00:00,4508.0,57.67499923706055
2025-04-09 15:56:00+00:00,4508.0,57.625
2025-04-09 16:01:00+00:00,4508.0,57.564998626708984
2025-04-09 16:06:00+00:00,4508.0,57.685001373291016
2025-04-09 16:11:00+00:00,4508.0,57.810001373291016
2025-04-09 16:16:00+00:00,4508.0,57.785499572753906
2025-04-09 16:21:00+00:00,4508.0,57.79999923706055
2025-04-09 16:26:00+00:00,4508.0,57.779998779296875
2025-04-09 16:31:00+00:00,4508.0,57.80500030517578
2025-04-09 16:36:00+00:00,4508.0,57.79999923706055
2025-04-09 16:41:00+00:00,4508.0,57.74089813232422
2025-04-09 16:46:00+00:00,4508.0,57.849998474121094
2025-04-09 16:51:00+00:00,4508.0,57.89500045776367
2025-04-09 16:56:00+00:00,4508.0,57.939998626708984
2025-04-09 17:01:00+00:00,4508.0,58.11000061035156
2025-04-09 17:06:00+00:00,4508.0,57.939998626708984
2025-04-09 17:11:00+00:00,4508.0,57.880001068115234
2025-04-09 17:16:00+00:00,4508.0,58.5099983215332
2025-04-09 17:21:00+00:00,4508.0,59.13999938964844
2025-04-09 17:26:00+00:00,4508.0,59.06999969482422
2025-04-09 17:31:00+00:00,4508.0,59.349998474121094
2025-04-09 17:36:00+00:00,4508.0,59.05500030517578
2025-04-09 17:41:00+00:00,4508.0,59.10499954223633
2025-04-09 17:46:00+00:00,4508.0,59.36000061035156
2025-04-09 17:51:00+00:00,4508.0,59.220001220703125
2025-04-09 17:56:00+00:00,4508.0,59.42499923706055
2025-04-09 18:01:00+00:00,4508.0,59.5099983215332
2025-04-09 18:06:00+00:00,4508.0,59.6150016784668
2025-04-09 18:11:00+00:00,4508.0,59.5099983215332
2025-04-09 18:16:00+00:00,4508.0,59.3650016784668
2025-04-09 18:21:00+00:00,4508.0,59.279998779296875
2025-04-09 18:26:00+00:00,4508.0,59.42499923706055
2025-04-09 18:31:00+00:00,4508.0,59.189998626708984
2025-04-09 18:36:00+00:00,4508.0,59.060001373291016
2025-04-09 18:41:00+00:00,4508.0,58.91999816894531
2025-04-09 18:46:00+00:00,4508.0,58.90999984741211
2025-04-09 18:51:00+00:00,4508.0,58.880001068115234
2025-04-09 18:56:00+00:00,4508.0,58.91999816894531
2025-04-09 19:01:00+00:00,4508.0,59.150001525878906
2025-04-09 19:06:00+00:00,4508.0,59.18000030517578
2025-04-09 19:11:00+00:00,4508.0,59.26810073852539
2025-04-09 19:16:00+00:00,4508.0,59.1349983215332
2025-04-09 19:21:00+00:00,4508.0,59.290000915527344
2025-04-09 19:26:00+00:00,4508.0,59.38999938964844
2025-04-09 19:31:00+00:00,4508.0,59.369998931884766
2025-04-09 19:36:00+00:00,4508.0,59.29499816894531
2025-04-09 19:41:00+00:00,4508.0,59.25
2025-04-09 19:46:00+00:00,4508.0,59.435001373291016
2025-04-09 19:51:00+00:00,4508.0,59.3849983215332
2025-04-09 19:56:00+00:00,4508.0,59.415000915527344
2025-04-09 20:01:00+00:00,4508.0,59.415000915527344
2025-04-09 20:06:00+00:00,4508.0,59.415000915527344
2025-04-09 20:11:00+00:00,4508.0,59.415000915527344
2025-04-09 20:16:00+00:00,4508.0,59.415000915527344
2025-04-09 20:21:00+00:00,4508.0,59.415000915527344
2025-04-09 20:26:00+00:00,4508.0,59.415000915527344
2025-04-09 20:31:00+00:00,4508.0,59.415000915527344
2025-04-09 20:36:00+00:00,4508.0,59.415000915527344
2025-04-09 20:41:00+00:00,4508.0,59.415000915527344
2025-04-09 20:46:00+00:00,4508.0,59.415000915527344
2025-04-09 20:51:00+00:00,4508.0,59.415000915527344
2025-04-09 20:56:00+00:00,4508.0,59.415000915527344
2025-04-09 21:01:00+00:00,4508.0,59.415000915527344
2025-04-09 21:06:00+00:00,4508.0,59.415000915527344
2025-04-09 21:11:00+00:00,4508.0,59.415000915527344
2025-04-09 21:16:00+00:00,4508.0,59.415000915527344
2025-04-09 21:21:00+00:00,4508.0,59.415000915527344
2025-04-09 21:26:00+00:00,4508.0,59.415000915527344
2025-04-09 21:31:00+00:00,4508.0,59.415000915527344
2025-04-09 21:36:00+00:00,4508.0,59.415000915527344
2025-04-09 21:41:00+00:00,4508.0,59.415000915527344
2025-04-09 21:46:00+00:00,4508.0,59.415000915527344
2025-04-09 21:51:00+00:00,4508.0,59.415000915527344
2025-04-09 21:56:00+00:00,4508.0,59.415000915527344
2025-04-09 22:01:00+00:00,4508.0,59.415000915527344
2025-04-09 22:06:00+00:00,4508.0,59.415000915527344
2025-04-09 22:11:00+00:00,4508.0,59.415000915527344
2025-04-09 22:16:00+00:00,4508.0,59.415000915527344
2025-04-09 22:21:00+00:00,4508.0,59.415000915527344
2025-04-09 22:26:00+00:00,4508.0,59.415000915527344
2025-04-09 22:31:00+00:00,4508.0,59.415000915527344
2025-04-09 22:36:00+00:00,4508.0,59.415000915527344
2025-04-09 22:41:00+00:00,4508.0,59.415000915527344
2025-04-09 22:46:00+00:00,4508.0,59.415000915527344
2025-04-09 22:51:00+00:00,4508.0,59.415000915527344
2025-04-09 22:56:00+00:00,4508.0,59.415000915527344
2025-04-09 23:01:00+00:00,4508.0,59.415000915527344
2025-04-09 23:06:00+00:00,4508.0,59.415000915527344
2025-04-09 23:11:00+00:00,4508.0,59.415000915527344
2025-04-09 23:16:00+00:00,4508.0,59.415000915527344
2025-04-09 23:21:00+00:00,4508.0,59.415000915527344
2025-04-09 23:26:00+00:00,4508.0,59.415000915527344
2025-04-09 23:31:00+00:00,4508.0,59.415000915527344
2025-04-09 23:36:00+00:00,4508.0,59.415000915527344
2025-04-09 23:41:00+00:00,4508.0,59.415000915527344
2025-04-09 23:46:00+00:00,4508.0,59.415000915527344
2025-04-09 23:51:00+00:00,4508.0,59.415000915527344
2025-04-09 23:56:00+00:00,4508.0,59.415000915527344
